index,reviewbody,star,location_traffic,location_distance_from_business_district,location_easy_to_find,service_wait_time,service_waiters_attitude,service_parking_convenience,service_serving_speed,price_level,price_cost_effective,price_discount,environment_decoration,environment_noise,environment_space,environment_cleaness,dish_portion,dish_taste,dish_look,dish_recommendation
29103,毛家时尚餐厅位于十里大楼庐山区人民医院旁边，正对面就是九江银行，交通很便利，坐公交101.105路到庐山区人民医院下车，如果开车前往的话可以把车停在十里华府小区内，一个半小时之内是免费的，需要到毛家时尚餐厅前台领停车券。\\n\\n今天是和朋友一起过来聚餐的，六个大人三个小孩，团购了一个四到六人套餐，价格只要113元，而且菜品非常的多，有香辣片片鱼，海皇干捞粉丝煲，韭香鸡蛋锅，井冈山烟笋，香辣串串兔，油淋时蔬，银鱼紫菜肉丸汤，玉米粗粮汁，果盘，泡萝卜，香菜花生米。真的非常划算，大家吃得非常饱。现在在外面六个大人加三个小随便便吃个饭估计都要两三百吧，他这里团购只要一百多，真心的不错。总得来说感觉猜的口味还可以，就是鱼烧的不是很入味，井冈山烟笋还是挺好吃的，笋子非常的嫩。韭香鸡蛋锅这道菜适合小朋友吃，不辣，吃起来非常的香。,4.0,1,1,-2,-2,-2,1,-2,1,1,1,-2,-2,-2,-2,-2,1,-2,-2
34130,经历了门店合同到期，选址，装潢等一系列的折腾，LISA的店终于在离我家距离比较近的地方重新开张了，新店的环境明显比老店更好，无论是采光还是地理位置，都更易于描述，虽然不再是沙发座，简洁的布置，简单的座椅，还可以拼桌在店内过生日，更可以自由发挥在蛋糕上写上祝福的话语。最近店内活动的蛋糕更是好吃的不要不要的，芒果蛋糕不是普通的芒果颗粒的蛋糕，更是融合了提拉米苏的口感，还有榴莲的夹层，一口下去多种的回味，过生日的时候订个蛋糕来这里吧，还可以来找美女老板娘聊天哦。,5.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,-2,1,-2,-2
43122,不得不给五星！五十团了一百代金券，半价真是太划算了。特别推荐烤羊排，真是美味啊，分量很足，手拿一根根羊排大口大口吃肉的感觉真好，羊排肥瘦相宜，闻起来香喷喷，吃起来很香甜，有点肥肉的最好吃，肥而不腻，也很入味，如果烤久一点，里面的肉没那么硬就完美了。推荐点羊排、羊排串、羊肉串，肥牛感觉味道比预期差一点，至于鸡翅等其它肉类分量有点少，烤蔬菜类则调料太多味太浓。这里吃烧烤有个好处是没有油烟，厨房烤好送来，而且是煤气烤的不像木炭会上火。给店家提个建议，烤鱼鱿鱼不能用代金券没必要，这些不是什么海鲜。,5.0,-2,-2,-2,-2,-2,-2,-2,-2,1,1,-2,-2,-2,-2,0,0,-2,-2
35472,菜品还可以吧，不难吃。但是服务员的态度让我好惊呆！我们十月二号去的，不知道是假期店长放假吧，服务员相当散漫的到处溜达着，让我们有老人不能喝甜的只能喝水，我要了杯水，滚烫的水拿了个有把手的饮料杯，我觉得挺好，结果过了一会来另外一个服务员说有把手的杯子只能盛饮料，然后给了一个没有把手的玻璃杯，我说这个没有把手这么烫的水怎么拿呀。服务员啥都没解释直接拿走我手里的水倒进了玻璃杯放桌子上就走了！过了一会点的豆花上来了，一桶豆花配的酱料很少一碟，我们问能不能加酱料，一个男服务员想都没想的来了一句不能，甩头就走了。。要是忙敷衍一下也就算了，客人还没有服务员多呢！结账的时候点评买单，我们找到一个叫九宫格的火锅店，问是不是他家，因为他家也有九宫格火锅，服务员说是后我们就买单了。结果不是他家是同一栋楼的另外一家店，自己家店都不认识啊！害得我们去找那家店去退钱麻烦死了。总之以后不会来了，这种店再好吃也不来何况没好吃到哪里去啊！怪不得味道一般的海底捞生意好呢！,2.0,-2,-2,-2,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-1,0,-2,-2
31051,甜品店位于外贸路中段的山西老面王对面，招牌不大，关键有树给遮挡住了，不注意真不好找呢，店内空间不大，外面没有停车位，但可以停小电驴。。环境上比较干净，今天赶上闪惠满减25的优惠活动，划算到不要不要的。首先说说我点的几样。。因为看见有榴莲炒冰马上就决定来着试试的！第一感觉吧，价格上25一份榴莲炒冰如果不是活动价格买的，真的太贵了，其次味道上真的不是很浓郁，比较淡，说真的，即便活动价格还是觉得很不值。要了火龙果汁8元，加了水跟糖，比较清甜。椰奶清补凉8元，配料倒是很多，但味道感觉比较一般，还是一馨甜品家比较合我口味。最后要了加牛奶的火龙果+芒果超炒冰12元，味道搭配很惊艳！这个推荐大家尝试。。。炒冰的话总体售价我觉得不活动还是偏小贵的。。。,4.0,-2,-2,-1,-2,-2,0,-2,-1,-2,-2,-2,-2,-2,1,-2,0,-2,1
34218,经常来楚太子这家在鲁磨路的店，店面够大，店里面还算宽敞，上菜速度也很快，团购券可以点菜也可以点烧烤，用着也很方便。烧烤最近稍微涨了点价，肉串算是同等价位里面比较大的，烤得也比较嫩，就是吃起来稍微感觉有点油，可能腌肉的时候加了油拌过了吧。烤土豆片和烤鸡爪都蛮好吃的，鸡爪卤过的，比较软烂入味，稍微烤下之后带点烧烤的味道很不错。买券的时候有大牌立减的活动叠加很划算。屯了几张慢慢吃～！服务稍微差点，晚上9点以后去基本一楼就一到两个服务员点单，经常叫叫了半天她才来。,4.0,1,-2,-2,-2,0,-2,1,0,1,0,-2,-2,1,-2,1,1,-2,-2
16659,地理位置：珠江新城高德置地冬广场，其实大体还是很好找的，交通也很便利，就是有点绕不熟悉的朋友可能会走错路。我就是一个，哈哈。\\n环境：店面不大，但是装修得还算别致，嫣然一种高级西餐厅的感觉，但是又不会让人觉得庄重，反而有点浪漫中的小温馨，这种气氛我还是挺喜欢的。\\n出品：用心的选料和精致的出品让我爱上了它，Mr.鱼的用心还是可以感受得到的。\\n店内放题30多种海鲜刺身、铁板烧以及其他料理不限量供应，食材足够新鲜，制作摆盘精致，口味特别棒！\\n首推鹅肝和鳌虾，非常美味。\\n❁板烧鹅肝虽然卖相比较一般，但是鹅肝的香味真的是无法阻挡，差点把舌头都吞掉了，配上一口红酒真的是一种美味的享受，个人钟爱。\\n❁鳌虾虽然个头不大，但是口感很爽口，味道出奇甜美。大爱！\\n❁红酒冻鹅肝，非常特别，用红酒浸泡过后而制成的，口感特别，吃起来很像巧克力，味道也很独特新奇，值得尝试一番。\\n❁和牛刺身和小青龙龙虾刺身味道也很棒，但是生蚝虽然肥美，但是真的特别地腥，小伙伴们都无法接受。慎点。\\n❁海胆刺身虽然个头小但是很香甜，三文鱼刺身、螺肉、北极贝等普通的刺身都是很新鲜的。\\n❁牛舌、牛扒选料和手艺都很棒！可以试试看喔。\\n❁浓郁日本梅子酒是我的最爱，配上海鲜刚刚好。红酒也是很不错的，入口醇香，与海鲜熟食配搭也是在合适不过了！希望下次可以有机会尝试其他酒款。\\n❁甜品略少，希望可以多增加多一些蛋糕甜品就perfect了。不过焦糖炖蛋真的做得很好吃，焦糖香而不焦，甜而不腻，值得一试。燕窝雪糕同样不要错过，哈根达斯的雪糕底再加上燕窝，特别的搭配，个人觉得草莓或香草味的该会更好，巧克力味的味道太浓会掩盖燕窝的口感和味道。杨枝甘露没试到，太饱了，希望下次有机会试试。\\n说实话价格尤贵，但是性价比还可以，因为食材新鲜，还是能吃回这个价的。不考虑价格预算的话，确实是很值得推荐的。如果有其他更丰富的出品的话相信会更加地出色的。\\n希望新的一年Mr.鱼更多更好的出品，值得期待。[爱心]✧*｡٩(ˊᗜˋ*)و✧*｡,5.0,1,1,0,-2,-2,-2,-2,-1,1,-2,1,-2,0,-2,-2,0,0,0
47080,这个地段真的是绝了，排队要好久啊，性价比很高，以前不知道有这样一个店，是一次到杭州玩的时候出租车师傅推荐了西湖边银泰城的新白鹿，说这里的菜不错，口味正宗，当时就去了，两个人次了160不到吧，点多了，没吃完，不得不说性价比相当高，回上海后就搜了一下，居然上海也有，就去次了，味道也都差不多，主要是老婆喜欢吃，但我作为土生土长的四川汉子吃这种酸甜的东西，还真是不太喜欢。但老婆说这就是杭帮菜的正宗口味，所以在此我还是推荐给大家。,5.0,-2,1,-2,-1,-2,-2,-2,0,1,-2,-2,-2,-2,-2,-2,1,-2,-2
41137,难得这家店不排队，和老公过来解决晚饭，这家店感觉从进店开始能自助都是自助的，自己对着号牌找到位子，自己倒水。想点菜，服务员叫我们自己上微信点，好吧……可点完居然收不到验证码，看看别桌都是用纸质菜单点的，没办法只能再叫服务员，早这样还不如一开始就让我们直接点菜呢，浪费时间。\\n\\n上菜速度极其慢，下单后先上了个川北凉粉，然后就是无尽的等，差不多等了要半小时吧，其他的菜才慢慢上来。\\n\\n这里的菜口味感觉没以前好了，普遍都不辣，口水鲶鱼的鱼片很薄，没什么鲜味，牛肉豆花很淡，猪蹄都是老公吃的，不做评价，鸭血＋午餐肉的冒菜算是味道最好的一个了吧，但是量少。最后两个人吃了136块，估计价格便宜是唯一的优势了。,3.0,-2,-2,-2,-2,0,-2,-1,1,-2,-2,-2,-2,-2,-2,-1,0,-1,-2
37066,跟闺蜜来大卫城选来选去来到这家餐厅，感觉生意不错，饭点几乎上座率90%，为什么不是满座就是因为现在经济不景气，这家店价格比较高吧。但是整个就餐感觉不错，我还发现了我很喜欢吃的东西！\\n菜品：【墨西哥炒饭】是我的主餐，个人感觉吃前半份的时候挺好吃但是后半份的时候就感觉吃不下了，很少剩饭的我剩下了。【牛油果沙拉】闻起来好赞，吃起来也不错，就是价格挺贵的！【祖母薄饼披萨】我的大爱啊！太好吃了有木有！狂甩必胜客N条街啊有木有！【烤土豆皮】这是看了点评推荐点的，真心不好吃！腻死了！竟然裹面多油腻啊……受不了！所以说口味这东西真是看个人了！\\n环境：哇～真不错！喜欢的感觉！很舒服有格调但是不至于感觉厚重沉闷。\\n服务：挺好的，安安静静，有需要召唤来比较快速响应就行。\\n推荐菜：祖母薄饼披萨\\n人均：100\\n个人感觉吃多了中餐偶尔换换口味感觉还是挺好的钱！,4.0,-2,1,-2,-2,1,-2,-2,-1,1,-2,0,1,0,0,-2,0,-2,1
7935,作为日料是绝对不合格！第一，服务差！卫生间单间里没有纸巾，把纸巾隔到外头，这是任何一间日料都不会做的事情。其次，上桌后没有提供毛巾，五个人只提供一份两块南瓜的前菜！五个人够吃吗？再次，缺日本酒。连天妇罗都没有。叫了一份春花鱼，煎出来的，非常腥，吃了一口后根本下不了筷子！后投诉，送了一碟小菜。鱼生之类的比起别家也好不到哪里去，而且价钱尤其贵。吃饭的时候二楼一群服务员在包厢外手机。无论哪一点都称不上日料。,1.0,-2,-2,-2,-2,-1,-2,-2,-1,-2,-2,-1,-2,-2,-2,-2,-1,-2,-2
4258,之前看到微信推广过，心心念念图个新鲜，一直想拔草的，一直忘记，终于成行了。和朋友们约新世界看电影，这家在雅居乐的一楼，，正好过来体验一下。一进门就看到一排机器，没想到现在吃个汉堡都能那么高端。地方其实是有点小的，装修和其他麦当劳还是有点区别的，有一张桌子竟然还是自己可以发亮的，而且手触它会变颜色，正好两个人可以下五子棋。开始自助点餐，面包有三种，有圆的，甜的，直接包生菜吃起来应该不方便，于是选了经典欧式面包，肉饼只有牛肉的，这个不大好，选择太少了，我一开始还不相信只有一种选择，还找了半天看有没有其他选择。蔬菜要了番茄，生菜，芝士选了保守的平时最常见的黄切达，觉得黄色更配牛肉。酱料选了加钱的牛油果酱，很不错，还有免费的蛋黄酱和番茄酱。最后加了个煎鸡蛋，4块钱，就是猪柳蛋堡里那种，完成！总共63块！！贵啊！点完拿着“小飞碟”去坐着了，过了好一会儿店员就拿过来了。。。所以震动盘提示有点鸡肋，店员直接送餐，都无需自取。薯条换了个小钢丝容器凹造型，是细的那种，一套吃完，竟然撑到了，薯条最后都没吃完。自己DIY的感觉还是比量产的套餐要好吃。不过朋友点的其他两个汉堡，一个少放了生番茄，一个少了一个肉饼和培根，交涉了两次终于重新做了一个给我朋友。所以如果点DIY的汉堡，汉堡端上来之后最好自己先看一下，核对一下是否东西齐全,3.0,-2,-2,-2,-2,0,-2,-2,-1,-2,-2,1,-2,-1,-2,1,1,-2,-2
15029,在北苑路北地铁站旁边的卜蜂莲花超市的底店，位置还是比较好找的，店分上下两层，空间很大，座位数目也不少，只是一楼的冷气坏掉了，这么大热天儿的环境的确很难熬。\\n产品的种类不算多，几种肉夹馍豆花酸辣粉儿，我们去的时候凉皮经卖完了，有些遗憾。肉夹馍的饼皮很薄，但很酥脆，的肉量也不小肉的香味也很浓郁，夹牛肉的肉夹馍里面肉质也很好，可以看出是非常好的瘦肉不会有其他皮筋等不好的部位。\\n豆花的味道也不错，酸爽的浇卤里面还有黄豆粒和榨菜末丰富口感，夏天喝很开胃。\\n甑糕是新鲜出炉的，里面枣和豆子配料很丰富，也不会太甜腻，不错。\\n整体价格偏贵，但味道还是不错的。,4.0,1,-2,1,-2,-2,-2,-2,-1,-2,-2,0,-2,1,-2,1,1,-2,-2
1348,一直想吃日料，可惜就是太贵了，之前朋友吃过水林间，说还不错，但是吃的是虹悦城那边的，没有日料，但是其他肉很不错，于是妥妥的选了紫峰这家，虽然贵了一点可是有刺身啊，看到大众点评上有减30的活动，更是心动，可是买的时候才发现得是最新版才能，等我升级完，居然已经卖完了，太火爆了，没办法想吃啊，还是原价买了！提前预约的位置，5点去得，已经有的人在外面排队了。很快我们进去后，服务员就开始给我们介绍，全程是蹲着的，服务态度也太好了。吃的寿喜锅和味增的鸳鸯。寿喜锅沾鸡蛋液很赞。只可惜吃太多了会腻。后面吃另一个锅多，肉肉先上了六盘…印象中黑色盘子的是雪花牛，白色是低脂牛，蓝色是羔羊肉还有红色盘子好像是猪里脊。最好吃的感觉死雪花和猪肉。刺身也不错！饮料我们主要喝的可尔必思，喜欢那种乳酸菌饮料的味道。还有些凉菜感觉一般般。冰淇淋吃的奶油樱花的很赞。虽然 菜品不多，但都很实在，吃的真的太撑了。很满意,5.0,-2,-2,-2,1,1,-2,-2,-1,-2,0,-2,-2,-2,-2,1,1,-2,-2
40804,长草挺久的一家店了，终于在上周六和小伙伴一起拔草。一进门就有一只虎皮喵扑到眼前来，哈哈哈，萌，我是一个猫狗双担的人，有猫有狗都喜欢。环境真心不错，比一般日料店感觉要宽敞，有点咖啡馆的意思，桌上有台灯，沙发挺舒服，手边就有电源插座，wifi密码也是萌得不要不要的（大家自己去看就知道）。出门时还发现某处贴着条座右铭：并肩而立才是真爱。（大意）——这句我喜欢。\\n招牌的芝士海鲜焗饭当然是要来一份的，谈不上惊艳，但确实值得一吃，拉丝不错饭入味，海鲜料不是太足，但都切得细碎易吃；金枪鱼沙拉量很足，点赞，味道新鲜爽口；蒲烧鳗鱼比起那种资深日料店还是略有差距，不是很肥美，不过一般吃吃还可以，也算鲜甜；肥牛的具体菜名有点忘了，肥牛里面还卷了点什么，反正口味挺有层次感的，推荐；咖喱龙虾寿司，不知道是不是因为冻得太冰，龙虾的Q弹质感和鲜甜度没充分展示出来，还不如出云寿司那种专做外送的；冻柠茶意外地不错。\\n总之菜品上仍有进步空间，不过整个店给人感觉很舒服又有各种萌点，会再光顾哒~,4.0,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,-2,1
37185,过去吃也是因为朋友介绍，那去的人大部分都是朋友+朋友介绍，在三楼很不显眼的地方，所以必须做口碑的。走进去一点不想麻辣烫哦，老板特别强调小清新，新鲜食材。我特别推荐里面的肥牛8元一份，真真实实的牛肉啊，外面肯定是吃不到的很大一份，特别新鲜！然后那个宽粉太好吃了，我总共点了30元就撑死了，边上的女孩子都说吃不下了，但是最后都是吃个底朝天，里面那个微辣真的上面好多辣椒以为很辣的，其实还不错，那个花生有点干锅调料的感觉，想想外面干锅底料一份也得8-10元。。再说一下那个蔬菜，蔬菜都是当天蔬菜特别新鲜，每一份都是独立包装的，特别用心，包起来很累的人工肯定很厉害，哈哈 建议就是玩乐东西太单调了，感觉墙面可以刷一些可爱的图案，可以让女孩子拍照啊，然后是下午5点才营业，中间时间可以提供下午茶呀，哈哈，反正感觉跟去咖啡吧差不多，可以跟朋友聚会吃点甜品，只有麻辣烫太浪费喽,5.0,-2,-2,-1,-2,-2,-2,-2,0,-2,-2,-2,-2,-2,-2,1,0,0,0
23735,我直到去了这家总店才知道我家附近的那个金太阳是分店，不过分店为什么要叫旗舰店呢，让人费解啊。言归正传，又是一个加完班的夜晚，两个人实在是饿的不行不行了，想着就近吃一口然后唠唠工作上的事。\\n\\n位置，太原街夜市，都是烧烤店那里，把头。\\n\\n环境，这家店一看就是有年头了，一般般。\\n\\n服务，碰到了在家附近那个店的服务员，很亲切。\\n\\n小串啊，牛肉串啊，茄子啊一系列食物的味道都是很好的，估计配方是一样的，不过为什么我吃完之后拉肚子了呢？是不是个别厨师不卫生啊？,3.0,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,0,0,0,-1,-2,1,-2,-2
30188,爱琴海开业100送100去的！活动超级合适就是人太多了！还好等位过号不用重新排顺延3桌去安排！比较合理！在恒隆吃过的！感觉这里品质一如既往的好！招牌菜熏排骨和大拉皮是必点啊！美味极了！海鲜粉丝煲也不错的！里面有4只虾仁全都去了虾线而且很弹牙，鱿鱼我感觉给的也不少！！印象深刻的是辣炒小章鱼！颜色漂亮味道又好！一直觉得北李妈妈菜算是菜品很全的一家了！因为菜单每次都要翻好久去纠结到底该点哪些！下次花券时要点完全不同的菜品来试试,4.0,-2,-2,-2,0,-2,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,1,1,-2
26151,最初听说Wagas旗下新开的烘培糕点来到了成都，还一直不相信，后来有一次去太古里玩，才发现竟然真的在成都开业了！他的地理位置就在太古里翠园和zara的旁边X实在找不到可以问问向导啦。环境挺好，非常的幽静，很有一种静静的吃西餐和高点的感觉。服务员一般，想喝茶水都是自助服务的，而且服务员也不是特别的热情，都是自己看菜单，没有怎么过来介绍和推荐。不过这家店在全国一直走的是比较高端的路线，一般人均都需要接近100元，特别是店里面几个特别推举的细面配三文鱼就要58一份，绿鸡肉咖喱鸡要58一份，火腿三明治50元，这个真不知道为什么感觉很普通但三明治这么贵！其他的都很不错啦，味道一直是有保证的，糕点特别是牛角包味道最好啦，12元，整体感觉很不错，一个人没事可以去坐坐，尝尝味道！,4.0,-2,-2,-2,-2,0,-2,-2,-1,-2,-2,1,1,-2,-2,1,1,-2,1
43146,不说味道，不说环境，点评你的服务，点评你的服务员和值班的经理，差到家。姥姥家吃过几家，整体感觉都很不错，唯独这家给我留下深刻印象。先说上菜顺序，炒菜一个没上，先上饼，就让你在那看着看着，你也别说人家什么都没给你上，人家还特有理，这不是有饼么？然后酱上的也很快，葱丝黄瓜丝跟着也来了，你妈我大饼卷大葱么？我擦，这饼过不了一会就凉，你让哦我卷你妈啊！！一个才不给上。接着土豆丝来了，在接着就20分钟什么都上，真是气的什么也吃不下了。理论也没有用，一点歉意没有，一个一个特有理特牛逼。大哥您做服务行业的最基本的都不会还开什么店啊，顾客的满意度你无法保证你菜炒成花儿也没人来啊！一直在找各种理由，一直在推卸责任，期间催过不下5次的菜，每次得到的回复就是马上就好。我特么最烦的就是听人说马上就好了，敷衍了事，他该干嘛干嘛去！实在忍不了了。告诉我按照下单顺序出菜，比我晚来的三四桌都上满了，我这就还一个土豆丝！我卷你妈逼啊！他们丫上菜的顺序就是看这土豆丝有3-4桌都点了，哎！大厨炒一个。这个菜要是就一两个人点，不给你炒，费油费事！都他妈鸡贼啊！！！做生意做到这点，我也是服了！您好好的挣钱开店，你这我就这一次。要是有专门管制你餐饮的相关单位我一定让你有点事干。别净顾着低头挣钱，也要是不是的抬头看看路，做人别太过分，做人要厚道！,1.0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
5562,今天是第二次去吃，前天第一次去吃排队排了近一个小时，感觉非常好，特地叫了别的小伙伴也来吃。但今天很让我失望，五点不到就和小伙伴去吃了，当时我们是第一桌，鱼我感觉还可以吧。但是点了瓶冰的果粒橙，倒第一杯的时候菜还没上，发现里面有一大块冰块，叫服务员过来，他说冰久了，小伙伴问这样怎么喝，他说问问前台，结果我们等了半个多小时，他迟迟不给消息。直到我们喝的就剩下一大块冰块的时候叫了另外一个服务员过来，那服务员也是聪明的，和我们说在热水里泡一下让冰化掉了在给我们喝，小伙伴问几分钟，他说十分钟，可我们等了很久，结果拿过来的就感觉是掺了水一样，你让客户怎么喝，一瓶东西能有多少钱，要这个样子！吃了五分钟不到气不过就走了，反正以后不会再来了！这样有意思嘛！,3.0,-2,-2,-2,1,-1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,-2
43588,以前在没有这些蛋糕品牌之前，总觉得好利来是所有蛋糕品牌的老大，所以每年的生日我们基本上都在好利来里面订购蛋糕，自从有了慢城之后，从去年开始对这个全乳脂蛋糕的品牌有了更多的了解，今天正好赶上老公生日，我就团购了一个八寸的蛋糕，团购价才花了100多块钱，真的是非常合适，由于我家附近没有这个品牌的专门店，所以我选择了交通比较便利的营口道店，总的来说性价比还是比较不错的，里面的蛋糕，味道也很好，淡淡的甜味，不是那么的甜，感觉很健康，以后还会再来的！,5.0,1,-2,-2,-2,-2,-2,-2,1,1,0,-2,-2,-2,-2,-2,1,-2,-2
22783,感觉还不错，在道顿掘街里面，这条街上一共有三家吃螃蟹的店，招牌都是帝王蟹的样子，据说一家是爷爷开的，另一家是爸爸开的，还有一家是孙子开的，很有趣，我们选了这家，很干净，服务员都是穿和服，感觉很传统，螃蟹主演是吃腿，没有螃蟹盖，中国人除了吃腿之外其实也喜欢吃盖和黄，这点比较遗憾。腿可以吃熟的，也可以吃生的，味道比较鲜美，但是咱们北方人估计接受不了。还有蟹酒，是暖的，不去想想它是生蟹泡出来的话，味道还是比较美味芳香的。据说真正的当地人很少吃这家店，也几乎没吃过，来吃的基本都是游客。服务什么的都很贴心，第一次来大阪的朋友可以来尝试下，如果10分的话，我给8分！,5.0,-2,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,1,-2,1,-2,-2
39933,这辈子没吃过这么差的饭店！绝对不会再去第二次！服务态度爆差，出品差，菜式普通，管理有问题！根本就是徒有虚名！叫了条鱼，等了N久才上，还亲眼那个阿姨将鱼上错去旁边两张台（其中一个女的还夹来食，乌糟到爆），再摞入厨房问是哪张台，再上来我地度！我立马说鱼退了不要，那个阿姨仲恶到乜，话无上错！拜托，同一个人，同一碟鱼！是他们管理问题，还要我们埋单负责，真是当我lulu。后来发飙坚决表明态度，鱼我不吃也不会给钱！全场吃饱了菜心（等了N久只上了一碟菜心），烧鹅只吃了一块，难吃！皮不脆，肉软淋淋。差！气饱了，不值得开一个钟车去食！垃圾菜馆！,1.0,-2,-2,-2,-2,-1,-2,-1,-2,-2,-2,-2,-2,-2,-2,-2,-1,-2,-2
34703,老实说此店在工作地方的旁边刚开时候路过都不需要排队的，现在超火爆有些被吓到，排了三个小时队吃上的。落座点餐时服务员也挺好的会告诉你怎么点菜优惠些，团购了双人餐自己又单点些共花去136米非常值。主打的牛肉丸、吊龙伴和匙仁特别好吃，一片一片削好摆放整齐在盘上，重点肉质真的是太美别的火锅店根本没法比，不愧是天津1%的肉源。锅底是牛骨浓汤锅底，单是用这个汤底涮菜就很好吃啦、里面还有自带的玉米根白萝卜也尝了下不错。炸豆皮没有想象中的好吃一般般，单点的干炒牛河也不太合胃口，不知道是不是油太多了味道很重反而有点过。总体来他家是不会失望的，吃了还想下次再吃的～,5.0,-2,-2,-2,-1,1,-2,-2,0,-2,1,-2,-2,-2,-2,-2,1,1,-2
29211,汗颜，没见过这么差的店，走了2家店都没位置，最后选择了这家，结果吃顿饭吃的超级不爽，味道还没家人做得好，从进门到点菜到吃上第一道菜到最后一道菜，差不多花了2.5小时，来玩的，全部浪费在这家店。因为已经看了2家，菜品都一样，价格都比其它的2家贵10元不等，看到有团购也就算了，大家千万别团，能不能用都是那个坐在收银台的老太说了算，结账的时候，幸好没团，老太说假期不能用，昨天周五，非周末，也非元旦、春节，怎么就不能用，她连句不好意思都没说，态度极差直接来句假日都不能用，可能有一桌吃了一半因为等不及，客人进厨房去催，出来就气的开彪了，反馈里面的人对她说，要吃就等着不吃走，于是那桌客人拍桌子没结账就走了，服务员还追出去了，汗颜吧，算了，老太都一把年纪了，奸商一枚，再也不来了，希望来游玩的别上当！另外这样的混乱模式，厨房重地的卫生情况也堪忧，相关部门也可以看看,1.0,-2,-2,-2,-2,-1,-2,-2,-1,-1,-1,-2,-2,-2,-1,-2,-2,-2,-1
47010,距离公司很近很近的一家东北菜饭馆，就在马路斜对面，我以前却从来没去吃过。某天领导请客，就去尝尝了。店很大，有上下两层，当然生意也是非常好的，尤其是午餐饭点的时候，周边的商务楼的都来了，一般点个菜上个菜要挺久的，催了也不快。店面比较干净，菜品也很清爽：空心菜很清爽；鸡蛋饼摊得很嫩；椒盐排条：椒盐是单独放置在小碟子里的，自己沾；农家小炒肉：不是很辣，很下饭。大概每天饭点人都很多，服务生也都习惯了吧，态度就那样了。,3.0,-2,1,1,-1,0,-2,-1,-2,-2,-2,-2,-2,1,1,-2,1,1,-2
47168,这家店应该很有年头了，在海光寺旁边一个路口里，挺不起眼的，进到门口感觉还挺正宗的，清真的招牌，而且能闻到羊肉的膻味，店面不大，屋里也就10来桌吧，基本都是四人桌。铜锅有两种，一种是景泰蓝的，一种是普通的，当然景泰蓝的也比较贵，两个人去吃，就点了普通的锅。要了一盘爆肚、一盘羊肉、一盘牛肉、一盘鱼豆腐、一盘冬瓜和一盘茼蒿，还点了瓶大可乐。小料点的事秘制的，麻酱的料里加了点韭菜花什么的，感觉还不错，料口味偏咸，但是可以加一点水，刚刚好。肚丝切得不错，七上八下后正好，口感爽脆有嚼头。两个人消费了110多，但是这门店不能刷卡，所以只好支付现金了。,5.0,-2,-2,-1,-2,-2,-2,-2,0,-2,-2,1,-2,0,-2,-2,1,1,-2
30637,环境幽雅别致，服务员小妹全程亲切友好面带微笑，让人心情愉悦……通过中间的大蒸锅加热蒸煮，将海鲜与蔬菜的清香自然完美的融合在了一起，去除了海鲜的腥味，保留下了海鲜最纯粹的鲜味…韭菜鸡蛋虾仁饺超级好吃，最为点心的选择十分不错……那个冰草是我第一次吃，开启了我肉食系人生对蔬菜世界的新认知……三个渔夫蒸汽海鲜是我第一次尝试海鲜的另类吃法，品种多样丰富，食材新鲜，口味极佳…在湖中路与华齐路交叉口，万达小区北面，区位明显，交通方便…,5.0,1,1,1,-2,1,-2,-2,-2,-2,-2,1,1,1,1,-2,1,-2,-2
43151,"不错，味道好，经常团，干净………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………,………………………………………………………………………………………………………………………………………",5.0,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,-2,-2,1,-2,1,-2,-2
31397,盯他家盯好久了，终于吃上了，一点儿没失望。休息时跟朋友在家不知道吃什么，搜索时看见宝妮家麻辣拌的照片就受不了了，毅然决然的打车过来了，让人不太开心的是司机居然有绕路嫌疑，上车后我们说了要去的地方，他居然说不认识，各种小路，等灯，心塞啊。店不难找，离南市场地铁口不远，小店不太大，店面不太让人想到是麻辣拌，有点像小咖啡店。店里人不少，要外卖的也很多，我们要了两份麻辣拌，一份加面，一份没有，还要了盘辣炒鸡架，和小串。麻辣拌真的很大盘，土豆片很多，口味属酸甜口，没有芝麻酱，很好吃，吃上就停不下来的节奏，加面的，面泡在汁里很好吃；辣炒鸡架量也很大，不太辣，也挺不错的；小串是桌桌必点啊，真的好小，是鸡肉串，一口一串，也挺好吃的。棒棒嗒麻辣拌。,5.0,1,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,0,-2,1,1,-2,-2
